Chart_ID;Song_Title;Song_Subtitle;Song_Artist;Song_Length;Song_BPM;Technical_Notation;Difficulty_Name;Difficulty_Rating;Step_Artist;Pack
638;Titanic;(Remix);DJ Tiesto;380;138.000;STR (93 Total);Hard;12;Tidek;Bass Tester EXTREME 3
639;Titanic;(Remix);DJ Tiesto;380;138.000;STR (127 Total);Challenge;12;Tidek;Bass Tester EXTREME 3
640;TRENOMA; ;AltVoid;183;284.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
641;TRENOMA; ;AltVoid;183;284.000000;XM XO- JA-;Easy;7;Tidek;Bass Tester EXTREME 3
642;TRENOMA; ;AltVoid;183;284.000000;XM XO FS;Medium;10;Tidek;Bass Tester EXTREME 3
643;TRENOMA; ;AltVoid;183;284.000000;XM BXF BU DS;Hard;12;Tidek;Bass Tester EXTREME 3
644;TRENOMA; ;AltVoid;183;284.000000;XM B+X+F+ BU SS BT SJ DT DS-;Challenge;14;Tidek;Bass Tester EXTREME 3
645;Trzecia Pixa; ;Enter;180;160.000000;No Tech;Beginner;3;Tidek;Bass Tester EXTREME 3
646;Trzecia Pixa; ;Enter;180;160.000000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
647;Trzecia Pixa; ;Enter;180;160.000000;XO;Medium;9;Tidek;Bass Tester EXTREME 3
648;Trzecia Pixa; ;Enter;180;160.000000;STR BU-;Hard;12;Tidek;Bass Tester EXTREME 3
649;Trzecia Pixa; ;Enter;180;160.000000;XO+ BU;Challenge;13;arki;Bass Tester EXTREME 3
650;Viyella's Melancholy; ;Laur;147;110.000;No Tech;Beginner;2;Tidek;Bass Tester EXTREME 3
651;Viyella's Melancholy; ;Laur;147;110.000;No Tech;Easy;6;Tidek;Bass Tester EXTREME 3
652;Viyella's Melancholy; ;Laur;147;110.000;XO;Medium;9;Tidek;Bass Tester EXTREME 3
653;Viyella's Melancholy; ;Laur;147;110.000;XO+;Hard;11;Tidek;Bass Tester EXTREME 3
654;Viyella's Melancholy; ;Laur;147;110.000;BU+ BR XO BT-;Challenge;13;Tidek;Bass Tester EXTREME 3
655;WIELKA P****;(LYLU X MIERNO HARBASS REMIX);LYLU X TEN ZIOMEK;170;170.000000;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
656;WIELKA P****;(LYLU X MIERNO HARBASS REMIX);LYLU X TEN ZIOMEK;170;170.000000;No Tech;Easy;3;Tidek;Bass Tester EXTREME 3
657;WIELKA P****;(LYLU X MIERNO HARBASS REMIX);LYLU X TEN ZIOMEK;170;170.000000;No Tech;Medium;6;Tidek;Bass Tester EXTREME 3
658;WIELKA P****;(LYLU X MIERNO HARBASS REMIX);LYLU X TEN ZIOMEK;170;170.000000;No Tech;Hard;8;Tidek;Bass Tester EXTREME 3
659;WIELKA P****;(LYLU X MIERNO HARBASS REMIX);LYLU X TEN ZIOMEK;170;170.000000;FS+ SS XO DS;Challenge;9;Tidek;Bass Tester EXTREME 3
660;Wish You Were Here; ;overrated;159;110.693001;No Tech;Beginner;1;Tidek;Bass Tester EXTREME 3
661;Wish You Were Here; ;overrated;159;110.693001;No Tech;Easy;4;Tidek;Bass Tester EXTREME 3
662;Wish You Were Here; ;overrated;159;110.693001;XO FS;Medium;7;Tidek;Bass Tester EXTREME 3
663;Wish You Were Here; ;overrated;159;110.693001;XO FS;Hard;9;Tidek;Bass Tester EXTREME 3
664;Wish You Were Here; ;overrated;159;110.693001;XO FS;Challenge;10;Tidek;Bass Tester EXTREME 3
665;[Marathon] WACCA ULTRA DREAM MEGAMIX; ;USAO & Kobaryo;355;130.000000 - 245.000000;No Tech;Beginner;4;Tidek;Bass Tester EXTREME 3
666;[Marathon] WACCA ULTRA DREAM MEGAMIX; ;USAO & Kobaryo;355;130.000000 - 245.000000;XO;Easy;7;Tidek;Bass Tester EXTREME 3
667;[Marathon] WACCA ULTRA DREAM MEGAMIX; ;USAO & Kobaryo;355;130.000000 - 245.000000;XO FS SJ DS- SS-;Medium;9;Tidek;Bass Tester EXTREME 3
668;[Marathon] WACCA ULTRA DREAM MEGAMIX; ;USAO & Kobaryo;355;130.000000 - 245.000000;BXF DS SS BU-;Hard;11;Tidek;Bass Tester EXTREME 3
669;[Marathon] WACCA ULTRA DREAM MEGAMIX; ;USAO & Kobaryo;355;130.000000 - 245.000000;BXF BU SS DS HS;Challenge;13;Tidek;Bass Tester EXTREME 3
